student_id,gender,age,high_school_GPA,SAT_score,TOEFL_score,degree_program,extracurricular_participation,work_experience_years,volunteer_experience,sop_strength_score,lor_strength_score,financial_aid_requested,preferred_campus,admission_status
ST8209,Female,17,2.74,1381,92.0,Science,1,2,1.0,9,4,0,Illinois,1
ST8210,Female,18,2.62,1554,97.0,Law,1,4,1.0,7,4,0,Florida,1
ST8211,Male,18,3.31,1385,105.0,Arts,1,1,0,3,1,0,New York,0
ST8212,Male,31,3.62,1597,93.0,Medicine,0,0,1.0,4,3,0,New York,1
ST8213,Male,24,3.93,1378,120.0,Arts,0,2,0,2,10,0,Illinois,1
ST8214,Male,18,3.92,1284,99.0,Engineering,1,3,1.0,5,7,1,Illinois,1
ST8215,Male,33,3.54,1437,85.0,Law,1,2,0,10,3,0,Illinois,1
ST8216,Female,21,2.85,1561,85.0,Arts,1,1,0,10,4,0,Illinois,1
ST8217,Female,19,3.67,1152,91.0,Business,0,3,0,3,9,1,Texas,1
ST8218,Female,27,3.85,1183,82.0,Science,1,1,1.0,5,4,1,Illinois,1
ST8219,Male,34,3.13,1157,113.0,Arts,1,2,1.0,9,3,0,Florida,1
ST8220,Male,31,3.85,1102,106.0,Law,1,0,0,7,3,1,Florida,1
ST8221,Other,30,3.48,1252,117.0,Science,0,0,0,8,7,1,New York,0
ST8222,Other,30,2.75,1406,115.0,Arts,0,0,0,9,7,0,Texas,0
ST8223,Other,26,2.91,1027,84.0,Engineering,1,4,0,5,5,1,Illinois,0
ST8224,Other,28,3.02,1172,87.0,Business,1,3,1.0,9,5,1,Illinois,0
ST8225,Other,27,3.53,1231,87.0,Law,0,3,1.0,8,5,1,Florida,1
ST8226,Female,34,3.46,1137,112.0,Science,1,4,0,4,10,1,Florida,1
ST8227,Male,26,3.48,1428,112.0,Law,0,3,1.0,1,1,0,Texas,1
ST8228,Female,29,3.69,1231,106.0,Law,1,2,0,2,7,0,California,1
ST8229,Other,29,3.16,1409,118.0,Engineering,0,4,0,7,9,0,Texas,1
ST8230,Male,23,3.19,1124,94.0,Business,1,4,1.0,4,5,1,Florida,1
ST8231,Male,20,3.37,1124,86.0,Engineering,1,4,1.0,9,3,0,California,1
ST8232,Other,25,2.64,1331,89.0,Business,0,2,1.0,2,8,1,Illinois,0
ST8233,Male,28,3.66,1016,85.0,Engineering,0,3,0,5,1,1,Illinois,0
ST8234,Male,24,2.73,1205,82.0,Law,0,1,0,8,2,1,Texas,0
ST8235,Female,32,3.52,1119,88.0,Law,1,4,0,3,4,0,New York,1
ST8236,Male,26,3.83,1340,84.0,Law,0,2,1.0,10,5,0,New York,1
ST8237,Male,27,2.6,1150,96.0,Science,1,0,0,3,5,1,Illinois,0
ST8238,Female,29,2.59,1177,109.0,Science,0,0,1.0,8,6,1,Florida,0
ST8239,Male,31,3.09,1347,98.0,Law,1,3,1.0,6,7,1,Florida,1
ST8240,Female,32,3.67,1251,102.0,Engineering,0,1,0,2,4,1,California,0
ST8241,Female,23,3.59,1097,85.0,Business,0,4,1.0,6,7,1,Florida,1
ST8242,Male,22,3.89,1582,109.0,Medicine,1,0,0,1,7,0,Illinois,1
ST8243,Male,31,3.77,1238,85.0,Engineering,1,1,1.0,1,10,0,New York,1
ST8244,Male,20,3.48,1110,90.0,Engineering,0,2,1.0,3,6,1,California,0
ST8245,Male,20,3.89,1477,,Business,1,3,0,1,1,0,Illinois,1
ST8246,Female,28,3.67,1199,112.0,Science,1,4,1.0,9,5,0,New York,1
ST8247,Male,20,3.83,1240,115.0,Medicine,1,1,0,6,8,1,New York,1
ST8248,Other,34,3.35,1177,116.0,Science,0,1,1.0,3,9,1,Illinois,0
ST8249,Male,17,3.93,1532,83.0,Business,1,4,1.0,5,3,1,Florida,1
ST8250,Male,28,3.97,1524,106.0,Arts,0,0,1.0,1,4,1,Illinois,1
ST8251,Other,20,3.57,1594,97.0,Science,0,2,0,6,8,1,Illinois,1
ST8252,Female,28,2.83,1455,105.0,Arts,0,2,1.0,6,6,1,Illinois,1
ST8253,Female,18,3.06,1325,90.0,Medicine,0,4,0,3,8,1,California,1
ST8254,Male,24,3.86,1591,101.0,Engineering,1,0,1.0,8,9,0,Texas,1
ST8255,Other,24,3.88,1232,80.0,Engineering,1,3,1.0,2,2,1,Texas,1
ST8256,Male,24,3.26,1488,119.0,Business,0,0,1.0,2,4,0,California,0
ST8257,Female,30,3.72,1179,80.0,Medicine,0,2,0,9,2,0,New York,1
ST8258,Male,25,3.75,1275,120.0,Law,0,0,0,5,4,1,Illinois,1
ST8259,Other,19,2.68,1458,86.0,Business,1,1,1.0,10,10,0,New York,1
ST8260,Male,24,3.75,1430,111.0,Business,0,2,0,10,5,0,Illinois,1
ST8261,Female,25,3.83,1576,92.0,Science,0,0,1.0,1,2,1,Florida,1
ST8262,Male,30,3.77,1441,90.0,Medicine,1,2,,3,3,0,Texas,1
ST8263,Female,17,2.69,1267,89.0,Business,1,4,1.0,5,10,0,Illinois,1
ST8264,Female,21,3.9,1095,104.0,Business,0,3,0,2,3,0,Illinois,1
ST8265,Male,25,2.6,1358,93.0,Business,0,4,0,8,10,0,Florida,1
ST8266,Female,25,3.09,1371,109.0,Science,1,4,0,8,5,0,Florida,1
ST8267,Female,24,3.27,1339,111.0,Medicine,1,1,0,1,6,0,Illinois,0
ST8268,Male,31,2.95,1173,88.0,Arts,1,4,0,8,3,1,California,1
ST8269,Male,27,3.5,1381,81.0,Business,1,1,1.0,9,4,0,Illinois,1
ST8270,Female,34,3.35,1034,91.0,Science,1,3,0,10,3,0,New York,1
ST8271,Other,22,3.64,1426,80.0,Science,0,2,0,5,7,0,California,1
ST8272,Male,25,2.63,1378,83.0,Arts,1,4,1.0,9,4,1,Illinois,1
ST8273,Male,17,3.93,1268,110.0,Arts,0,0,1.0,1,4,0,Florida,0
ST8274,Female,22,3.67,1094,92.0,Science,1,2,1.0,3,7,0,California,0
ST8275,Female,20,2.96,1162,86.0,Science,0,3,0,6,9,1,California,0
ST8276,Other,30,3.76,1031,92.0,Engineering,0,3,1.0,7,1,0,California,0
ST8277,Female,17,3.42,1308,108.0,Medicine,0,2,0,7,4,1,Florida,1
ST8278,Other,34,3.15,1267,108.0,Arts,0,3,0,1,1,0,Illinois,1
ST8279,Other,23,2.82,1375,104.0,Engineering,0,2,1.0,4,7,1,Texas,1
ST8280,Other,34,2.5,1433,101.0,Arts,1,0,1.0,2,8,0,California,0
ST8281,Female,29,3.57,1462,118.0,Law,1,2,1.0,7,5,1,Florida,1
ST8282,Male,23,3.27,1288,93.0,Business,0,0,1.0,8,8,1,New York,1
ST8283,Male,21,3.22,1595,117.0,Arts,0,1,0,8,2,0,New York,1
ST8284,Female,33,3.33,1550,114.0,Business,0,1,0,4,2,0,Texas,1
ST8285,Female,19,3.75,1586,83.0,Medicine,0,4,1.0,10,7,0,New York,1
ST8286,Male,29,3.14,1370,91.0,Business,0,1,0,5,10,0,California,0
ST8287,Other,29,3.87,1311,119.0,Science,0,3,0,8,3,1,California,1
ST8288,Female,23,2.75,1520,99.0,Business,0,2,1.0,7,3,0,Florida,1
ST8289,Other,33,2.88,1504,91.0,Law,0,1,1.0,4,3,0,Illinois,0
ST8290,Male,32,3.82,1384,90.0,Arts,0,1,,6,1,0,Florida,1
ST8291,Male,32,3.44,1230,96.0,Science,1,0,0,10,4,1,New York,0
ST8292,Male,31,3.09,1434,116.0,Engineering,0,3,0,7,10,0,Illinois,1
ST8293,Other,20,3.37,1572,114.0,Law,1,2,0,5,5,0,Florida,1
ST8294,Male,25,2.96,1363,96.0,Arts,1,2,1.0,10,8,1,Illinois,1
ST8295,Female,20,3.84,1567,96.0,Arts,1,4,1.0,6,9,0,Illinois,1
ST8296,Female,23,3.45,1008,119.0,Medicine,0,3,1.0,3,1,1,New York,0
ST8297,Male,18,3.41,1088,105.0,Engineering,0,4,0,2,4,1,California,0
ST8298,Female,23,2.69,1247,101.0,Science,0,3,1.0,10,4,1,Texas,0
ST8299,Female,24,3.93,1095,88.0,Law,1,1,1.0,5,1,0,New York,0
ST8300,Other,18,3.07,1111,113.0,Law,0,0,1.0,4,2,1,Texas,0
ST8301,Female,17,3.2,1184,94.0,Law,1,1,0,5,9,1,California,0
ST8302,Other,31,2.58,1405,116.0,Science,1,1,1.0,1,9,0,Illinois,0
ST8303,Other,27,3.49,1248,118.0,Science,1,2,0,4,4,1,New York,1
ST8304,Female,29,3.34,1402,92.0,Science,0,4,0,3,7,1,Florida,1
ST8305,Female,31,2.62,1518,84.0,Law,1,3,,2,2,0,New York,0
ST8306,Other,17,3.26,1503,101.0,Engineering,1,0,0,7,3,1,California,1
ST8307,Male,26,3.61,1035,117.0,Law,1,0,0,1,5,0,Texas,0
ST8308,Female,34,3.75,1169,90.0,Business,0,2,0,4,5,0,California,0
ST8309,Female,27,3.07,1156,,Arts,0,1,1.0,3,4,0,Illinois,0
ST8310,Male,34,2.51,1128,114.0,Business,0,4,0,1,4,0,Illinois,0
ST8311,Male,21,3.38,1106,111.0,Law,0,1,1.0,5,8,1,California,0
ST8312,Female,25,3.77,1178,89.0,Law,1,0,1.0,4,8,0,California,0
ST8313,Male,28,3.34,1054,84.0,Law,1,2,1.0,9,2,1,California,1
ST8314,Other,25,2.63,1273,104.0,Arts,0,2,1.0,2,4,0,Texas,0
ST8315,Other,20,3.79,1010,93.0,Law,1,2,1.0,9,4,1,Florida,1
ST8316,Other,21,2.51,1508,84.0,Law,0,3,0,5,2,0,New York,0
ST8317,Female,25,3.62,1193,91.0,Arts,1,3,0,2,4,1,New York,1
ST8318,Female,19,3.46,1514,83.0,Law,1,4,1.0,9,8,0,New York,1
ST8319,Male,30,3.61,1583,100.0,Science,0,0,0,9,5,0,Florida,1
ST8320,Female,22,3.54,1376,84.0,Science,1,2,,8,6,1,California,1
ST8321,Male,33,3.86,1052,109.0,Medicine,0,1,1.0,4,2,1,Texas,0
ST8322,Male,18,2.66,1084,98.0,Business,0,4,0,2,8,1,Illinois,0
ST8323,Female,32,3.81,1286,118.0,Engineering,0,0,0,5,3,0,New York,0
ST8324,Female,23,3.97,1050,91.0,Law,1,0,1.0,3,10,1,California,0
ST8325,Male,19,3.22,1524,98.0,Medicine,0,3,1.0,7,9,0,New York,1
ST8326,Female,18,3.9,1378,100.0,Engineering,0,2,0,3,7,0,California,1
ST8327,Male,20,3.03,1450,120.0,Arts,1,0,1.0,10,2,1,Florida,1
ST8328,Male,31,3.64,1016,112.0,Arts,1,0,1.0,1,5,0,Florida,0
ST8329,Other,30,3.61,1592,101.0,Engineering,1,2,1.0,9,2,1,Florida,1
ST8330,Other,29,3.04,1019,95.0,Law,0,4,,10,5,0,New York,0
ST8331,Male,29,2.99,1113,94.0,Engineering,0,1,0,9,9,1,Florida,0
ST8332,Female,27,3.41,1166,82.0,Business,0,1,1.0,4,9,0,Illinois,0
ST8333,Female,27,3.17,1513,84.0,Medicine,0,4,1.0,2,9,1,California,1
ST8334,Female,26,3.38,1031,99.0,Arts,0,0,1.0,2,6,1,Florida,0
ST8335,Female,33,3.52,1127,102.0,Engineering,1,1,1.0,5,6,1,Texas,0
ST8336,Female,29,2.98,1019,107.0,Science,0,3,0,1,8,1,Texas,0
ST8337,Male,22,3.34,1087,90.0,Law,1,3,,5,2,1,New York,0
ST8338,Female,25,3.98,1190,116.0,Engineering,1,1,1.0,7,10,1,California,1
ST8339,Male,17,2.74,1521,100.0,Engineering,1,1,1.0,4,6,1,Illinois,0
ST8340,Male,32,3.23,1271,91.0,Science,1,0,1.0,5,7,0,Texas,0
ST8341,Other,28,2.85,1214,114.0,Engineering,0,2,0,3,9,1,New York,0
ST8342,Male,21,3.37,1432,105.0,Science,1,4,1.0,8,10,0,Florida,1
ST8343,Male,21,3.22,1269,117.0,Law,0,0,0,10,3,1,Texas,0
ST8344,Other,19,3.21,1234,91.0,Arts,1,4,0,5,6,1,Illinois,1
ST8345,Other,27,3.58,1315,102.0,Medicine,0,3,1.0,1,6,0,Illinois,1
ST8346,Female,21,3.05,1562,84.0,Law,0,0,0,8,4,0,Illinois,0
ST8347,Other,19,3.33,1399,93.0,Engineering,1,2,0,1,9,0,Texas,1
ST8348,Female,33,2.93,1101,86.0,Law,1,2,0,2,8,0,California,0
ST8349,Female,24,3.07,1230,110.0,Engineering,1,2,1.0,7,10,0,California,1
ST8350,Other,27,2.67,1390,118.0,Law,0,3,0,6,7,0,Texas,1
ST8351,Female,19,3.78,1005,115.0,Medicine,0,1,0,3,4,1,Florida,0
ST8352,Other,21,3.84,1116,102.0,Arts,0,0,0,6,1,1,California,0
ST8353,Other,30,2.99,1092,93.0,Arts,0,4,0,8,4,0,New York,0
ST8354,Other,21,3.81,1459,109.0,Business,1,3,1.0,1,9,1,New York,1
ST8355,Other,28,3.29,1357,110.0,Medicine,0,3,1.0,5,7,0,California,1
ST8356,Male,29,3.32,1117,107.0,Science,1,2,1.0,10,7,0,Illinois,0
ST8357,Male,33,3.63,1398,105.0,Arts,0,2,0,1,6,0,Florida,1
ST8358,Other,22,3.41,1483,99.0,Law,1,0,1.0,8,6,0,Florida,1
ST8359,Other,27,3.52,1283,117.0,Arts,0,4,1.0,3,8,1,Illinois,1
ST8360,Male,24,2.65,1448,109.0,Engineering,1,3,0,8,1,1,New York,1
ST8361,Male,18,2.62,1153,118.0,Law,0,4,1.0,5,4,0,Florida,0
ST8362,Male,24,2.9,1093,81.0,Law,0,4,0,3,10,0,Florida,0
ST8363,Male,26,2.71,1377,116.0,Engineering,0,3,0,8,1,1,Illinois,1
ST8364,Other,32,2.78,1004,110.0,Science,0,4,1.0,4,6,1,California,0
ST8365,Male,29,2.61,1261,97.0,Science,1,0,1.0,2,6,1,Florida,0
ST8366,Female,31,3.88,1079,116.0,Science,1,0,1.0,1,7,0,Illinois,0
ST8367,Other,20,3.44,1062,106.0,Business,0,0,1.0,9,8,0,New York,0
ST8368,Female,28,3.39,1402,85.0,Business,1,4,0,5,5,0,California,1
ST8369,Other,23,2.78,1215,83.0,Science,1,0,1.0,7,5,0,New York,0
ST8370,Male,21,3.06,1539,118.0,Business,0,2,0,2,7,1,California,1
ST8371,Other,33,3.76,1405,97.0,Medicine,0,4,1.0,2,3,1,Florida,1
ST8372,Other,28,2.71,1309,99.0,Arts,0,0,1.0,1,3,0,Florida,0
ST8373,Female,27,3.82,1340,80.0,Engineering,0,4,1.0,5,7,0,California,1
ST8374,Male,31,3.26,1517,107.0,Engineering,0,4,0,2,9,0,Florida,1
ST8375,Male,22,3.05,1129,106.0,Engineering,1,2,0,6,1,1,Florida,0
ST8376,Female,20,3.45,1439,102.0,Engineering,1,3,0,9,6,0,California,1
ST8377,Male,19,3.97,1498,90.0,Law,1,2,1.0,6,7,1,Florida,1
ST8378,Male,23,3.66,1339,88.0,Medicine,1,2,1.0,7,6,0,Illinois,1
ST8379,Male,33,3.18,1558,111.0,Law,1,4,1.0,3,2,1,Florida,1
ST8380,Female,31,3.67,1107,111.0,Engineering,1,2,0,9,2,0,Florida,0
ST8381,Other,18,2.54,1477,91.0,Law,0,3,1.0,3,9,1,California,1
ST8382,Male,29,3.95,1269,87.0,Science,1,0,1.0,10,8,1,Texas,1
ST8383,Other,33,3.17,1283,96.0,Medicine,0,1,0,2,10,0,California,0
ST8384,Other,18,2.94,1303,91.0,Law,1,2,,9,10,0,California,1
ST8385,Male,21,3.04,1561,102.0,Science,0,4,1.0,3,10,1,Texas,1
ST8386,Other,23,3.2,1038,80.0,Arts,1,1,1.0,9,4,1,California,0
ST8387,Other,20,3.89,1137,108.0,Arts,1,0,1.0,7,5,1,Florida,1
ST8388,Other,24,3.34,1310,100.0,Science,1,0,1.0,3,7,0,Texas,1
ST8389,Male,29,3.38,1234,118.0,Engineering,1,0,0,7,9,1,Florida,1
ST8390,Male,27,3.52,1538,111.0,Law,1,3,0,4,7,1,Illinois,1
ST8391,Female,30,3.75,1534,105.0,Science,1,1,0,5,10,1,Florida,1
ST8392,Other,33,3.58,1213,92.0,Arts,0,0,1.0,5,5,1,New York,0
ST8393,Other,24,2.89,1253,81.0,Engineering,1,1,0,10,3,1,New York,0
ST8394,Other,23,3.81,1421,119.0,Medicine,0,2,1.0,4,4,1,Illinois,1
ST8395,Other,29,2.98,1491,,Medicine,1,1,1.0,6,10,0,California,1
ST8396,Other,17,3.37,1087,84.0,Medicine,0,2,1.0,4,4,0,Florida,0
ST8397,Male,27,3.65,1526,105.0,Science,0,4,0,7,3,1,Texas,1
ST8398,Other,19,3.43,1281,87.0,Science,1,1,1.0,10,8,0,Illinois,1
ST8399,Other,17,2.8,1025,82.0,Business,1,4,0,2,1,0,Florida,0
ST8400,Other,24,3.01,1440,99.0,Science,1,0,1.0,9,3,0,New York,1
ST8401,Male,28,3.5,1600,116.0,Medicine,0,2,0,2,9,0,California,1
ST8402,Male,30,3.08,1247,91.0,Business,0,0,1.0,8,4,1,New York,0
ST8403,Female,19,3.47,1438,85.0,Medicine,1,4,0,8,10,1,Florida,1
ST8404,Other,22,3.92,1102,92.0,Science,0,1,,1,1,0,New York,0
ST8405,Female,28,3.02,1332,90.0,Medicine,1,4,1.0,3,10,0,California,1
ST8406,Male,20,3.63,1288,111.0,Science,1,0,,7,8,0,Texas,1
ST8407,Female,29,2.64,1168,116.0,Arts,0,3,1.0,5,10,0,California,1
ST8408,Other,21,2.88,1367,117.0,Medicine,1,0,1.0,7,5,0,Illinois,1
ST8409,Male,31,3.91,1050,86.0,Arts,0,2,1.0,4,1,0,Texas,0
ST8410,Other,34,3.84,1209,111.0,Business,0,4,1.0,3,2,1,Illinois,1
ST8411,Male,26,3.9,1165,109.0,Arts,1,0,0,8,1,0,California,1
ST8412,Female,32,2.86,1411,98.0,Arts,1,0,1.0,8,5,1,California,1
ST8413,Other,28,3.38,1118,96.0,Medicine,1,0,1.0,9,6,0,Illinois,0
ST8414,Other,30,3.35,1402,90.0,Business,1,2,0,9,4,0,Florida,1
ST8415,Female,26,2.7,1432,80.0,Law,0,2,1.0,8,2,0,Illinois,0
ST8416,Male,18,2.79,1194,91.0,Arts,0,3,1.0,1,2,0,Texas,0
ST8417,Female,28,3.23,1297,102.0,Law,1,0,0,6,9,0,Florida,1
ST8418,Male,17,3.52,1334,86.0,Business,0,1,0,1,7,0,New York,1
ST8419,Female,19,3.47,1259,98.0,Law,0,3,0,10,6,0,New York,1
ST8420,Other,22,2.73,1003,80.0,Science,1,4,1.0,1,1,1,New York,0
ST8421,Other,20,2.83,1478,91.0,Business,1,1,0,6,6,0,California,1
ST8422,Other,32,2.92,1534,110.0,Science,1,0,0,2,2,0,Florida,0
ST8423,Female,30,3.12,1463,109.0,Law,0,1,1.0,5,7,1,Illinois,1
ST8424,Female,26,3.15,1459,93.0,Science,0,3,0,1,2,1,Texas,0
ST8425,Female,29,2.73,1228,119.0,Business,1,0,0,6,8,1,Texas,0
ST8426,Male,20,3.14,1252,,Arts,0,4,1.0,4,5,1,California,1
ST8427,Female,31,3.49,1094,85.0,Business,0,4,1.0,1,4,0,Illinois,1
ST8428,Female,28,3.19,1242,102.0,Engineering,0,4,1.0,8,3,1,Texas,1
ST8429,Female,17,3.92,1189,,Law,0,3,0,7,3,1,Florida,1
ST8430,Male,30,3.48,1365,92.0,Engineering,0,1,1.0,1,9,0,Illinois,1
ST8431,Male,33,3.37,1178,113.0,Law,1,0,1.0,3,10,0,Illinois,1
ST8432,Other,26,3.28,1172,80.0,Science,0,2,1.0,7,6,0,Florida,0
ST8433,Female,18,3.34,1554,94.0,Law,0,1,1.0,9,7,0,New York,1
ST8434,Female,20,3.54,1527,80.0,Medicine,0,0,1.0,8,1,1,California,1
ST8435,Other,22,3.95,1477,119.0,Arts,1,2,0,4,10,0,Florida,1
ST8436,Other,22,3.49,1572,115.0,Engineering,0,1,1.0,8,9,0,Illinois,1
ST8437,Female,17,3.87,1243,84.0,Engineering,1,0,0,4,8,1,Texas,0
ST8438,Female,20,2.57,1345,86.0,Business,0,3,0,1,8,0,Florida,0
ST8439,Male,19,3.85,1125,80.0,Arts,0,4,1.0,5,8,1,California,1
ST8440,Male,21,2.82,1126,117.0,Arts,1,1,0,5,1,1,Texas,0
ST8441,Male,29,2.63,1023,103.0,Business,1,2,0,4,3,0,Florida,0
ST8442,Other,25,3.28,1581,87.0,Business,1,0,0,6,1,1,Texas,0
ST8443,Female,19,3.93,1091,118.0,Medicine,1,1,0,7,2,1,Illinois,1
ST8444,Male,34,3.96,1495,81.0,Medicine,0,3,1.0,8,3,1,California,1
ST8445,Male,24,2.9,1112,114.0,Arts,1,2,1.0,1,4,1,Illinois,0
ST8446,Female,20,3.07,1267,97.0,Science,0,3,1.0,5,1,1,Florida,0
ST8447,Female,19,3.57,1537,111.0,Medicine,0,0,1.0,3,1,1,California,1
ST8448,Other,28,3.97,1386,104.0,Business,0,1,0,1,8,1,California,1
ST8449,Other,33,3.48,1311,112.0,Arts,0,1,0,1,8,0,California,1
ST8450,Other,29,2.67,1312,118.0,Arts,1,4,0,1,5,0,Texas,1
ST8451,Other,18,2.87,1497,104.0,Science,1,1,1.0,6,7,0,New York,1
ST8452,Other,33,2.61,1172,111.0,Business,0,0,0,4,6,1,New York,0
ST8453,Female,33,3.98,1098,89.0,Science,1,2,1.0,8,6,0,Florida,1
ST8454,Other,34,3.11,1231,85.0,Science,0,1,0,5,9,0,New York,0
ST8455,Male,31,2.81,1196,106.0,Engineering,1,1,0,10,9,0,Florida,0
ST8456,Other,31,2.89,1462,112.0,Arts,0,4,1.0,9,1,0,New York,1
ST8457,Other,33,3.64,1138,96.0,Engineering,0,2,0,7,4,0,Texas,0
ST8458,Male,20,3.49,1263,107.0,Engineering,1,1,1.0,5,6,1,California,1
ST8459,Other,30,2.64,1427,84.0,Engineering,1,3,0,4,3,1,New York,0
ST8460,Female,26,3.3,1220,90.0,Science,0,0,1.0,5,3,0,Florida,0
ST8461,Male,26,3.87,1465,,Arts,0,2,0,3,7,1,Illinois,1
ST8462,Female,33,3.8,1449,103.0,Business,1,1,0,1,3,1,Illinois,1
ST8463,Male,18,3.2,1280,96.0,Engineering,0,1,0,9,1,1,California,0
ST8464,Female,24,3.08,1073,81.0,Engineering,1,4,0,3,6,0,New York,0
ST8465,Other,31,3.21,1151,83.0,Engineering,0,2,1.0,4,6,0,Texas,0
ST8466,Female,34,3.57,1019,87.0,Medicine,1,1,,4,8,1,California,0
ST8467,Other,23,2.66,1180,83.0,Arts,0,2,0,2,7,1,Texas,0
ST8468,Other,26,3.13,1578,111.0,Law,1,0,0,4,10,0,Illinois,1
ST8469,Male,24,3.71,1467,84.0,Business,0,2,1.0,10,9,1,Texas,1
ST8470,Female,27,2.78,1364,99.0,Medicine,0,3,0,2,3,1,Illinois,1
ST8471,Other,33,2.88,1402,117.0,Engineering,1,4,0,3,8,1,New York,1
ST8472,Other,19,3.45,1351,102.0,Arts,1,3,0,7,2,0,Texas,1
ST8473,Male,30,3.17,1438,105.0,Law,0,3,0,9,2,1,Illinois,1
ST8474,Male,26,3.7,1118,113.0,Medicine,0,3,1.0,7,7,0,Illinois,1
ST8475,Female,32,3.73,1392,91.0,Engineering,1,1,1.0,1,8,0,California,1
ST8476,Male,30,3.03,1350,120.0,Arts,1,3,1.0,3,3,0,Illinois,1
ST8477,Male,22,3.78,1175,110.0,Medicine,0,3,1.0,8,5,1,Texas,1
ST8478,Female,30,2.71,1201,115.0,Law,1,0,0,4,7,1,California,0
ST8479,Female,29,3.68,1383,116.0,Medicine,0,1,0,4,7,1,Florida,1
ST8480,Male,23,3.82,1356,108.0,Science,0,1,0,7,8,0,Texas,1
ST8481,Female,25,2.78,1152,111.0,Engineering,1,4,0,3,9,1,California,0
ST8482,Male,21,2.64,1568,111.0,Business,1,2,1.0,9,6,0,New York,1
ST8483,Male,20,3.23,1079,117.0,Arts,0,2,0,7,5,1,California,0
ST8484,Other,33,3.48,1117,82.0,Science,1,3,1.0,10,9,0,Illinois,1
ST8485,Other,29,2.56,1382,85.0,Science,0,0,0,7,4,1,New York,0
ST8486,Female,19,3.26,1054,89.0,Law,1,0,0,8,4,1,Texas,0
ST8487,Other,28,3.69,1329,117.0,Arts,0,2,0,3,10,1,Texas,1
ST8488,Male,17,3.81,1118,80.0,Engineering,0,2,0,3,8,1,Texas,0
ST8489,Female,22,3.81,1504,120.0,Science,0,0,,10,4,1,Illinois,1
ST8490,Other,18,2.57,1289,115.0,Arts,0,1,1.0,10,3,1,Illinois,0
ST8491,Male,28,3.76,1446,100.0,Business,1,4,0,4,5,0,California,1
ST8492,Other,20,2.7,1352,110.0,Law,1,4,1.0,7,5,1,Texas,1
ST8493,Female,20,3.92,1195,95.0,Law,0,1,1.0,3,5,0,California,1
ST8494,Other,31,3.37,1016,106.0,Engineering,1,3,0,8,9,0,Texas,1
ST8495,Female,33,2.63,1086,99.0,Science,0,3,0,10,7,1,Texas,0
ST8496,Female,34,2.92,1326,98.0,Science,0,4,0,4,8,0,Texas,1
ST8497,Male,32,3.66,1219,109.0,Science,0,4,0,7,3,1,California,1
ST8498,Other,24,2.6,1021,107.0,Medicine,1,0,1.0,6,8,0,Illinois,0
ST8499,Other,22,3.46,1491,91.0,Law,0,3,0,7,10,0,Illinois,1
ST8500,Male,23,2.99,1178,100.0,Law,1,2,0,3,2,0,New York,0
ST8501,Male,17,3.43,1111,104.0,Science,0,4,1.0,2,4,0,Texas,1
ST8502,Male,33,2.95,1083,92.0,Business,0,1,1.0,7,9,1,Florida,0
ST8503,Other,22,2.96,1160,105.0,Medicine,1,3,0,3,9,0,California,1
ST8504,Other,19,2.87,1501,108.0,Science,1,0,0,8,3,0,New York,0
ST8505,Male,24,2.89,1475,89.0,Arts,0,4,1.0,10,9,1,California,1
ST8506,Male,31,3.36,1282,93.0,Engineering,0,2,0,3,3,0,Florida,0
ST8507,Other,30,2.79,1031,99.0,Science,1,0,1.0,6,1,1,Florida,0
ST8508,Other,17,3.17,1287,80.0,Business,0,2,1.0,5,1,1,Florida,0
ST8509,Female,32,3.16,1164,100.0,Law,1,0,0,2,3,1,New York,0
ST8510,Male,21,3.03,1488,102.0,Medicine,1,0,0,3,4,1,California,0
ST8511,Other,28,3.87,1094,86.0,Arts,0,1,0,8,8,0,Texas,0
ST8512,Female,24,2.95,1429,87.0,Science,0,2,1.0,2,9,1,California,0
ST8513,Male,30,2.87,1347,80.0,Business,0,1,0,9,2,1,Texas,0
ST8514,Male,23,2.75,1170,98.0,Arts,0,3,0,9,7,1,New York,0
ST8515,Male,32,2.6,1430,99.0,Business,0,0,1.0,1,5,0,New York,0
ST8516,Male,33,2.6,1309,82.0,Medicine,1,3,0,8,10,0,California,0
ST8517,Other,19,3.5,1178,81.0,Science,1,0,0,3,2,0,Texas,0
ST8518,Female,28,3.35,1132,92.0,Medicine,1,2,0,9,8,0,Florida,1
ST8519,Male,19,2.5,1032,,Engineering,0,3,0,7,4,0,California,0
ST8520,Other,24,2.55,1504,83.0,Science,0,3,1.0,7,6,1,New York,1
ST8521,Male,31,3.99,1038,104.0,Medicine,0,4,1.0,7,9,0,Illinois,1
ST8522,Other,25,3.24,1355,105.0,Medicine,0,3,1.0,9,9,1,Florida,1
ST8523,Female,27,3.47,1550,94.0,Engineering,1,1,1.0,5,5,1,Florida,1
ST8524,Female,33,3.13,1302,112.0,Arts,1,2,1.0,9,9,0,California,1
ST8525,Female,33,3.92,1425,92.0,Business,1,1,1.0,3,9,1,California,1
ST8526,Male,22,3.2,1534,103.0,Arts,1,0,0,2,7,0,New York,0
ST8527,Other,25,2.81,1110,120.0,Business,1,2,0,4,4,0,New York,0
ST8528,Female,32,2.64,1522,82.0,Medicine,1,2,1.0,2,4,1,Texas,0
ST8529,Male,22,3.91,1595,92.0,Medicine,1,2,1.0,1,6,0,Illinois,1
